unique_id,metric,SeasonalMBB,Jittering,Scaling,TimeWarping,MagnitudeWarping,TSMixup,DBA,original,qgts,qgtse,SeasonalNaive
m20,mase,1.0227273847434633,0.8999455520033653,0.8811320557623298,1.0359422130812193,0.8072303674759798,0.9884558761832115,1.0647461003867316,0.8767559790089744,0.9452267672018473,0.9507040317528488,1.0667330025940251
m200,mase,0.6782136322309814,0.683952836120799,0.7423728507660372,0.8440617591148439,0.7487967615874925,0.7475386008409083,0.6623095218197069,0.6928124286777756,0.7110919603088454,0.6567474253654542,1.3114120235552966
m201,mase,0.6190099165383056,0.3313637666372026,0.49249035490966964,0.5959960703925307,0.5905050974378925,0.47928768779202785,0.779759788709016,0.6971179383799727,0.4935211735193658,0.3944225409195517,0.770713418997542
m202,mase,1.134869296978345,1.318052716933527,1.4053938465532099,1.4566902761557459,1.1193915666395602,1.2638450794033746,1.0956534546970282,1.3516058989616642,1.4491134837526582,1.1931372756813028,1.6569359806041541
m203,mase,1.2795362791729858,1.3569102240957622,1.3442755122340233,1.3424363429745596,1.2046605313835894,1.3241859585130429,1.2911802644838757,1.2413768895988817,1.2629680596477038,1.2437181248311682,1.8154556251349598
m204,mase,1.20978077064571,1.2058128611379457,1.28783486494445,1.3019541882434829,1.2009510489273378,1.2823134555813935,1.2514126356573596,1.2866093555795914,1.4875991171963487,1.421619196126773,1.6271644764931923
m205,mase,0.7475298209157799,0.9803161003485288,1.027196701636182,0.8672907262361333,0.6722564139312527,1.002414766972285,0.7560916428041472,1.1523980216417642,1.0957369629254357,0.8168907708566603,1.953619805441207
m206,mase,1.239889314098702,1.2582099833220037,1.238723701613553,1.1865383241176755,1.324359514493165,1.1814834257513127,1.2209410017308553,1.166450951136702,1.1771667625056739,1.0969845179823017,1.1911040458824262
m207,mase,1.0638028319000106,0.9632176174725613,1.077939585280641,0.8549271516635046,0.9552427361424746,0.9927362932224321,0.9991939400026276,0.972991427195679,0.9456001450590685,0.9186131365911522,0.6721511937624097
m208,mase,0.5821492226049342,0.3955314586535519,0.4034547043721394,0.7956321651279998,0.5641463230159856,0.6346543080334329,0.7059446532625465,0.7507505618559823,0.5530492706395012,0.5289661012315698,0.5528711756483926
m209,mase,2.5128744157614613,1.9799693046980895,2.3965733285921185,2.256565096444438,2.2999658675442607,1.9421947559360304,2.53701083019752,2.06560205950464,2.2147536215942525,2.1552713297461366,1.2082621144655048
m21,mase,0.8922454761606049,0.7676979630381853,0.9633147551702359,0.7907920446937113,0.8226381486922875,0.7207353984227144,0.8863876773997171,0.8683821137844924,0.8220370518076673,0.9249562628251471,0.9965662357159398
m210,mase,1.375407353010453,1.39472546370611,1.4222384746572987,1.4502669614465542,1.4400066401283103,1.278523516986697,1.3308415318840014,1.3297188572205894,1.241486173747415,1.3285039870416295,1.1402102924718969
