unique_id,metric,SeasonalMBB,Jittering,Scaling,TimeWarping,MagnitudeWarping,TSMixup,DBA,original,qgts,qgtse,SeasonalNaive
M702,mase,0.5298299611910733,0.3757498302128549,0.4050114684609876,0.33310489591887615,0.4499971215236025,0.3838449937309362,0.34180550565559986,0.3169523442311782,0.44146644882280917,0.43938589085627106,0.5157594243704051
M703,mase,0.4810165315852609,0.45925598721745065,0.5535562971884592,0.444487905595466,0.5165088600692614,0.4817216029880857,0.47058565347295434,0.47818727550356965,0.45443074469832334,0.4611835028492334,0.9874112430622306
M704,mase,0.8322786921159162,0.9374699471761454,0.7705055677947275,1.021261123247433,0.7981855761873025,0.8438151195941943,1.0095854931872037,0.9142743508096366,0.874376959296011,0.9055918925256715,1.0938388625592417
M705,mase,0.655630372628596,0.5761069234837857,0.6803184927397776,0.6461289705467042,0.7618445865244785,0.6573456799021116,0.6145744370651715,0.6984836921936929,0.661955281458739,0.7067509612474054,0.986102569359027
M706,mase,0.5594609848528275,0.8626426452844498,0.8258432570737578,0.9221019824041207,0.8185617412406258,0.6649784501491788,0.9082064798316468,0.9195795994229679,0.8179878950439898,0.8488269433537422,0.8632901299494453
M707,mase,0.6628804070880174,0.6502316223248169,0.5151361898429724,0.6304709553278834,0.5428249766308862,0.5236846764798647,0.6604500650012441,0.5836510331326803,0.6983393759531763,0.7114757826194403,0.7659259909830787
M708,mase,0.8364108734105791,0.9230087340436233,0.96158138480076,0.9168917482193417,1.045320516191172,0.7885759283761116,0.5835907862302763,0.6902829491878664,0.6872609381176713,0.8824608459522791,0.7081818835222605
M709,mase,0.4659518049895669,0.4875259432069482,0.7737009029685048,0.5730067201544442,0.4913417333406156,0.5244799306583499,0.5437687119908332,0.526681620004191,0.5083641763045726,0.48219330447906256,1.218433442716507
M710,mase,1.1736475923978364,1.0311338641826924,1.0893838829627405,0.9991488131009615,1.1688846905048078,1.1583623610276443,1.0741030273437502,1.0745632699819714,1.0602613055889423,1.0969349083533655,1.56
M711,mase,0.4188175204815318,0.4070853303948469,0.370275591974903,0.45977531443227837,0.396732900574145,0.352248674440026,0.3781023345991381,0.42952514085210847,0.3632069862692207,0.34444362933702893,0.5091684983861067
M712,mase,1.2203130761910213,1.1710192885995243,1.2565563855114583,1.1468881106035334,1.3880465045398795,1.2231139606135326,1.1710915111637283,1.2781936001469847,1.3238173489635352,1.3253055112905987,1.3489068915769615
M713,mase,0.8920743413355663,0.9330115645707439,0.7828223557463855,0.8780106367301178,1.0461188636553564,0.9121897161667936,0.8890530666976086,1.0062932761868169,0.8313624187473785,0.8882395419764932,1.218178990134576
M714,mase,0.7406502909938123,0.7066207871924992,0.7440866826705403,0.7010887507546032,0.7201684179746454,0.6755473525222608,0.7368367451611078,0.7713922603663598,0.6808538923370058,0.7539849527429823,0.9840024147298523
M715,mase,0.8743812892347694,0.9008796287151826,0.7960734424155687,0.8463067130959735,1.0017418845977049,0.8836278615793745,0.8713031667037766,0.9901099707041071,0.8094907291023229,0.8749488803276687,1.22994248672123
M716,mase,1.1649677981402031,1.1630723728153938,0.9919889873340161,1.0015009309298013,1.1657892246316321,1.1616862440486013,1.1373268004952826,1.190296145028489,1.0818328890006506,1.0610845142603036,1.8424414202791637
M718,mase,0.6523802225088834,0.5547293252556325,0.7032383305691011,0.6515227678529241,0.5582331594465866,0.5513081817730778,0.5767854105239284,0.5178418862104975,0.6617661716446473,0.6913663074346036,0.9405004914190671
M719,mase,1.4882963258355089,1.2089844721639527,1.1576656726208243,1.0128647170802854,1.2641756469601637,1.3156932701692379,1.2771475944870394,1.2963548705655235,1.5254726205800333,1.6724342479502663,1.0076343352411274
M720,mase,0.502620092353211,0.5214218251317895,0.6425128226980291,0.609226258779041,0.541994722833364,0.5308877667410259,0.5333685754652556,0.4990422803171571,0.4924804308198159,0.49473789314436284,1.140669078866675
M721,mase,0.5686341490469157,0.6262737462607153,0.5117951710896048,0.5753155908913954,0.737616523698702,0.6121211573070788,0.9141936853954574,0.583206926685311,0.6875947368554555,0.6175425528111773,0.7677330084756375
M722,mase,0.6552629677122865,0.8089990141722011,0.925025016306926,0.9592760466081593,0.7679240912594876,0.8047222448707305,0.7712799825071157,0.7132915344817362,0.6925163254565938,0.6572418502431214,2.1062618595825424
M723,mase,0.9466433255003032,1.1200887019595207,0.9965927503411158,0.9951416459786233,1.014516432781231,1.0045958843427834,1.0432853481276532,0.9319522485218313,1.0616190802190721,0.9408406254737719,1.1704063068526378
M724,mase,0.8764397426754461,0.9463033054328241,0.8641145788649622,0.9619756757517586,1.043863541309197,0.8758499847181709,1.0008250847203157,0.8508234090811599,0.9381318500128688,0.8698299159231296,1.0501029512697322
M725,mase,1.229091505263164,1.4043474429124339,1.2615629450382724,1.2762289328229783,1.3612692853612742,1.2056446759012938,1.3081482452597235,1.4612345524241415,1.103535632324565,1.1263339740480431,1.4022918381052374
M726,mase,0.6076255853422414,0.6429629610754453,0.5407011081643738,0.5586762092008918,0.606140746565344,0.6221118908308407,0.6622866060016653,0.5590147953393156,0.6309899002981872,0.6032161760796527,0.6366384522370012
M727,mase,0.26130957054618326,0.3561285547903207,0.2704153323350383,0.4119802065573403,0.22151126026337042,0.42702549671721707,0.34363485255518667,0.5105774407753051,0.27699012875014956,0.2712530869563592,0.2488633644412539
M728,mase,0.3593946020153986,0.37728141579321944,0.31386906783773294,0.35606549438729296,0.37843931968167704,0.3557022960339027,0.3760419497282609,0.40705034654826605,0.37015051800271737,0.35314338889428054,0.463768115942029
M729,mase,0.8483747518028528,0.8096974276275103,0.4093363222236646,0.563991327413946,0.9765111152325148,0.8215352701426739,1.0158113868593073,0.896204087403429,0.7507145615504122,0.7878401368014307,0.8117261085829188
M730,mase,0.9159101848535927,0.9221877380095885,1.074145361848736,1.0799731762858729,1.0328979427617209,0.8625677936415097,0.9520967449670187,1.152391907571238,0.9501417296280769,1.0705405664614804,0.84006829825311
M731,mase,1.024462372845089,1.0400704488388477,0.7425316175152497,0.9495801426255833,1.1303071000979619,1.1738419955841364,0.8513483146687976,0.759869646491042,0.830569244670161,0.9204286523346766,1.012349307307131
M732,mase,2.3516349320700423,2.163820478451536,2.4162821884891468,2.425872301933734,2.359416994728391,2.2241879838763716,2.375604588708018,2.0920458056382865,2.321420835382052,2.2764562320630426,2.3206859776527486
