unique_id,metric,SeasonalMBB,Jittering,Scaling,TimeWarping,MagnitudeWarping,TSMixup,DBA,original,qgts(10),qgtse(10),qgts(5),qgtse(5),qgts(25),qgtse(25),qgts(50),qgtse(50),qgts(100),qgtse(100),qgts(200),qgtse(200),SeasonalNaive
ID46,smape,0.0792598,0.085988,0.062878184,0.09920885,0.072310805,0.07946403,0.0793148,0.077066965,0.066389024,0.07946717,0.071105696,0.07543145,0.0754763,0.08220855,0.07662009,0.07913262,0.07362932,0.07416752,0.07599267,0.076570496,0.036308713
ID47,smape,0.04347004,0.047162432,0.04810237,0.056991257,0.027943349,0.02795725,0.05821978,0.039200768,0.038277388,0.047902185,0.041445356,0.045173187,0.034091588,0.030593,0.038451433,0.035484016,0.032824136,0.039869074,0.04271097,0.051036544,0.015396977
ID48,smape,0.023792628,0.026193755,0.010228981,0.031111188,0.037585214,0.03179311,0.027349848,0.034162093,0.024692468,0.0267297,0.025507286,0.025867809,0.025343066,0.034084566,0.033788454,0.028046325,0.037200958,0.025179666,0.032214005,0.024231594,0.033888888
ID49,smape,0.05292572,0.060359534,0.06554464,0.089599095,0.03843213,0.050705384,0.08091695,0.057403337,0.04881105,0.05490815,0.048640206,0.058530934,0.05490431,0.044097096,0.049843974,0.04742186,0.039967004,0.051527917,0.059595857,0.036139052,0.049605906
ID5,smape,0.049791433,0.044707414,0.055550102,0.043987483,0.042711157,0.047564268,0.046138313,0.04771186,0.04660913,0.04388674,0.047757097,0.04359122,0.045600764,0.040685605,0.05073262,0.046098575,0.047364194,0.044010587,0.04920883,0.04563716,0.2042148
ID50,smape,0.017420184,0.018149184,0.01875471,0.01820459,0.016222276,0.01892979,0.016668899,0.017244957,0.017760597,0.018900942,0.0179153,0.018250346,0.01760532,0.017471619,0.017626505,0.017731529,0.016460609,0.017817395,0.017752182,0.01801108,0.036059935
ID51,smape,0.0875932,0.08923908,0.070060775,0.09589799,0.095830314,0.091133356,0.08695698,0.0861945,0.089504056,0.08805801,0.08276521,0.087639175,0.087646395,0.08946144,0.088460416,0.08268186,0.09034232,0.086533576,0.08948341,0.090708464,0.054232806
ID52,smape,0.053124323,0.055192158,0.0832428,0.047518022,0.046469517,0.052142866,0.05450823,0.06166281,0.04992543,0.049350873,0.050378226,0.052709736,0.058248952,0.05531313,0.054458134,0.062111113,0.050193727,0.06294403,0.04790306,0.05186813,0.14214048
ID53,smape,0.012465158,0.01381246,0.033150576,0.02596105,0.015061785,0.0136571545,0.011475174,0.00957283,0.026485099,0.011369023,0.024040736,0.014803346,0.014925664,0.013220996,0.01498965,0.008934336,0.014401697,0.023169847,0.015760133,0.0144714005,0.073479325
ID54,smape,0.025623286,0.019071184,0.045483064,0.01992663,0.030961705,0.024473334,0.027678903,0.026545323,0.03574802,0.026441917,0.034342416,0.029739842,0.028440151,0.02566949,0.027008548,0.029675566,0.027073305,0.038362756,0.02917517,0.028593589,0.06481078
ID55,smape,0.17583722,0.17790294,0.17003925,0.18241535,0.17301583,0.17225206,0.18154663,0.17676795,0.17762247,0.17499651,0.1734986,0.17752533,0.17960337,0.17571919,0.17433955,0.1843497,0.16868392,0.1790632,0.17483048,0.17745082,0.13762201
ID56,smape,0.024170455,0.020106144,0.019996434,0.020182787,0.023313627,0.016639305,0.031426337,0.024271075,0.023685023,0.024201844,0.023720287,0.021516271,0.019886859,0.017902631,0.019272229,0.021784531,0.02689709,0.02521594,0.02438127,0.025344932,0.01992361
ID57,smape,0.100136966,0.093867704,0.10428515,0.086803734,0.09397578,0.090471126,0.09287086,0.0929053,0.099112734,0.09701942,0.099230796,0.09831456,0.10245144,0.09916558,0.09765689,0.0983829,0.09028122,0.10219378,0.09528826,0.09864712,0.13466424
ID58,smape,0.033605468,0.036111016,0.02218312,0.05581477,0.022966754,0.03242587,0.021379545,0.01955536,0.03434616,0.026899353,0.028185349,0.029003115,0.02576692,0.037528373,0.023807513,0.024255643,0.026864976,0.01763086,0.023749873,0.027696554,0.033905905
ID59,smape,0.0085079055,0.010122577,0.010899566,0.022711279,0.012533557,0.00955151,0.011508787,0.013755329,0.009522753,0.007573205,0.0075740595,0.0071146125,0.007113822,0.0143476315,0.0119412225,0.005694952,0.008270471,0.0081337495,0.013337897,0.0094208885,0.016766468
ID60,smape,0.09674232,0.09547732,0.10392245,0.09083433,0.092567064,0.09593469,0.095905125,0.09560267,0.096225426,0.09626993,0.09667795,0.095480025,0.096927956,0.09905589,0.097215466,0.096462905,0.09736209,0.09708779,0.09518979,0.096756704,0.12077862
ID61,smape,0.019040853,0.0186601,0.017199663,0.019185893,0.019687971,0.018948762,0.019463358,0.019050475,0.01976754,0.018994112,0.019417075,0.019131579,0.018302783,0.01928211,0.0197724,0.018699825,0.018926289,0.01879049,0.019729588,0.019356055,0.013082275
ID62,smape,0.019552164,0.018054364,0.013531824,0.017001526,0.04686181,0.025737634,0.02281975,0.023244983,0.024030603,0.020961398,0.014979095,0.022331454,0.01979804,0.017253585,0.011212388,0.015764738,0.025151795,0.025580486,0.028158857,0.023275884,0.04589615
ID63,smape,0.015432255,0.01839314,0.016782828,0.018191878,0.016183233,0.015069101,0.02192615,0.01650558,0.017808717,0.017627016,0.01903777,0.01919093,0.016015176,0.017996814,0.01985285,0.018419996,0.016829673,0.016046178,0.018014863,0.017537579,0.0028410994
ID64,smape,0.019280864,0.019465083,0.017396793,0.01742713,0.017112046,0.018290125,0.01968981,0.01869446,0.021329027,0.01807453,0.020538725,0.020342555,0.020499498,0.018374272,0.019873256,0.0196269,0.01924979,0.019638803,0.019920323,0.020063534,0.016463414
ID7,smape,0.075074,0.07253838,0.063298196,0.063847214,0.072636485,0.0769545,0.06959708,0.075213775,0.07578196,0.077430785,0.078568056,0.08005793,0.07582987,0.07451102,0.07190941,0.07347267,0.07663378,0.07901902,0.07151125,0.07786986,0.095234334
ID71,smape,0.0044546938,0.0045013847,0.005926357,0.0055240486,0.0067985673,0.005033127,0.003889421,0.0039772308,0.0041977004,0.003994328,0.004202623,0.0038850978,0.004012615,0.0041745417,0.003967903,0.004119528,0.0043126787,0.0040117935,0.004173848,0.004055467,0.02446689
ID77,smape,0.0012211578,0.0007658871,0.0009441471,0.0014349464,0.0028312039,0.0010068475,0.0014863265,0.0016353955,0.001420729,0.0021313834,0.0012094645,0.0017939099,0.0013638593,0.0010154184,0.0018020491,0.0016326193,0.0010744886,0.0015925019,0.0016819388,0.0014270222,0.03404173
ID78,smape,0.0027217786,0.0034928555,0.0054195346,0.0050084633,0.0029866286,0.0031739783,0.0038433291,0.0036434,0.0039945915,0.0026449668,0.0027970653,0.0036389253,0.0023913695,0.0024673743,0.0017791961,0.0024488606,0.0034847506,0.0024829227,0.0028443309,0.002751071,0.0039619
ID79,smape,0.0037814185,0.004354205,0.005686009,0.007359956,0.007302211,0.0041245176,0.003195814,0.002775641,0.00336941,0.0019524824,0.003591713,0.0024666486,0.0032832914,0.0038737725,0.0027462577,0.002719259,0.0037173028,0.0027922278,0.0024538953,0.0033851548,0.04380211
ID8,smape,0.058954205,0.09565578,0.094172984,0.0741357,0.029130477,0.064749055,0.1316071,0.04595424,0.06090732,0.036856513,0.115420796,0.045445886,0.13013247,0.06822369,0.0813995,0.0805794,0.15150537,0.12599364,0.082925856,0.11203601,0.108997725
ID80,smape,0.0019819615,0.0029083814,0.0022282496,0.0020391408,0.00096349395,0.0024334812,0.0016555418,0.0011917173,0.0017679984,0.0016900103,0.001510082,0.001834139,0.001547114,0.0010489519,0.0014013808,0.0007459213,0.0014073146,0.0015458945,0.0013872273,0.0016142257,0.045166597
ID81,smape,0.010632482,0.011650445,0.013741721,0.01452393,0.015531184,0.015241988,0.011900723,0.013497862,0.011177005,0.011524022,0.0122118555,0.012122144,0.012590169,0.012604507,0.013521066,0.011128618,0.012664388,0.011203282,0.012443064,0.011955545,0.026190829
ID82,smape,0.01549604,0.017304601,0.017449943,0.016244045,0.019296005,0.018834146,0.014968231,0.016988806,0.014437139,0.01803442,0.015651667,0.016988693,0.017931424,0.0173858,0.015482403,0.017026516,0.018081069,0.016110264,0.015840393,0.01467578,0.078780964
ID83,smape,0.022502404,0.023770534,0.032666728,0.020600263,0.022708666,0.025672749,0.022898426,0.023164945,0.020178758,0.025453042,0.0198979,0.024836091,0.028977877,0.02407477,0.018521039,0.02525243,0.026780503,0.026220772,0.020933952,0.020126507,0.09907778
ID84,smape,0.015547735,0.0128408875,0.027345771,0.015121387,0.014802007,0.015511359,0.015147578,0.015753025,0.016929775,0.0153015815,0.018638415,0.015774922,0.013164941,0.017717525,0.014672451,0.016776081,0.009939494,0.014256718,0.012988057,0.011918731,0.054248367
ID85,smape,0.091945015,0.09702639,0.08281093,0.095991194,0.08881612,0.08702116,0.09317033,0.092794076,0.091380924,0.09020364,0.089105465,0.088120654,0.09187937,0.08758855,0.091102555,0.09768658,0.0850185,0.0965302,0.089817986,0.09320317,0.027964238
ID86,smape,0.16110083,0.15528706,0.1999444,0.15204431,0.13968058,0.15098768,0.15579143,0.14780885,0.16017586,0.15429527,0.15671128,0.1576242,0.16389343,0.14773756,0.14232107,0.158697,0.14272001,0.16280313,0.14311779,0.15961584,0.28992194
ID87,smape,0.008587586,0.007399304,0.00823797,0.008766094,0.008311184,0.0073622577,0.009441549,0.008294687,0.009368632,0.008127892,0.008878813,0.008429365,0.007987702,0.007222312,0.008867884,0.00840271,0.008146051,0.008485942,0.008966412,0.009143289,0.019685667
ID88,smape,0.023112008,0.030584192,0.029377615,0.04326544,0.014906217,0.018668212,0.043654885,0.020092994,0.023121776,0.027082127,0.02635496,0.031040253,0.023251945,0.018648911,0.023489458,0.020229533,0.015686493,0.0232607,0.027378958,0.0066047264,0.03068309
ID89,smape,0.036211506,0.038707167,0.038992982,0.031117987,0.042129844,0.03687186,0.042668495,0.037309714,0.03830295,0.033959616,0.04320244,0.036072817,0.035306603,0.036829814,0.0367529,0.03806752,0.03909839,0.04047544,0.033777237,0.0337579,0.020225631
ID9,smape,0.062324792,0.067587115,0.043429613,0.0473135,0.05057567,0.056791898,0.079560615,0.05190542,0.09101138,0.06349836,0.07325475,0.072775714,0.07270473,0.064864926,0.07424692,0.0661732,0.06131297,0.06139741,0.06893354,0.07785707,0.11483084
ID90,smape,0.017439382,0.01662302,0.01569673,0.015871538,0.016415112,0.016407207,0.016992658,0.016383674,0.016632393,0.016507313,0.016862258,0.016054943,0.016541833,0.016026089,0.016148932,0.0175276,0.015506277,0.016808353,0.016174251,0.016431795,0.05665454
ID99,smape,0.030646931,0.032258704,0.029877482,0.026895376,0.03397286,0.031528927,0.035546146,0.030318731,0.030649811,0.032181915,0.035156474,0.033496283,0.031809747,0.033098474,0.02977498,0.028145172,0.034531463,0.027651003,0.03264053,0.029725645,0.024575673
