unique_id,metric,SeasonalMBB,Jittering,Scaling,TimeWarping,MagnitudeWarping,TSMixup,DBA,original,qgts(25),qgtse(50),SeasonalNaive
q322,smape,0.09323709638311745,0.09053819075682049,0.0931773360246795,0.09529670559489224,0.09663031191326017,0.08834628831905043,0.08300813505325816,0.08464503616515813,0.09731383289302828,0.09444176933716329,0.13772509621430024
q323,smape,0.13959937282100562,0.14072892627414962,0.14160420498489598,0.16040001033430423,0.1439883576595781,0.13692416019651013,0.14735239469408556,0.14142103588022623,0.13236721562625467,0.1326759872524602,0.12509696617225793
q324,smape,0.08061428013445553,0.0876325716318811,0.08019833678175696,0.05698144131224017,0.07600679617474111,0.08021529922347008,0.08634186526048399,0.0882682859758678,0.09022082150011088,0.08974689452553651,0.12774133393764767
q325,smape,0.059355458548848064,0.06380123440268512,0.062110628851598196,0.06141082199956054,0.06816996506914745,0.0570038934612299,0.05435430009524453,0.06663283389814177,0.05788318682855058,0.056740028864612754,0.08411548963948531
q326,smape,0.10238230716946818,0.1008575712870094,0.11837349006528405,0.11670109981532595,0.08220036813763344,0.1080793637795291,0.10943792262114868,0.09864995200249137,0.09954967036828397,0.10903136160536146,0.06624642157774228
q327,smape,0.035335458174204415,0.03198134257006517,0.03322808967086058,0.03384864740186736,0.03442414875665462,0.026224993421431583,0.032097739746989117,0.03978238727227876,0.04176800647081052,0.03718614963233406,0.050157635226001904
q328,smape,0.04201142800840786,0.041384197228568564,0.0418976625071246,0.03758503443516871,0.040773896351280245,0.04140051717990213,0.044145506598831916,0.039989437234845326,0.041876097443270456,0.04193627010350676,0.059229956447260014
q329,smape,0.0519507765804731,0.051631175111992667,0.05486945796036416,0.05348457810215967,0.05045968808723136,0.0516984577270755,0.054369522931993,0.051978719903410284,0.052051625563285214,0.054696619192669826,0.05684535908900065
q33,smape,0.07925679499880499,0.07187494580477997,0.08711616517506143,0.07494341889535112,0.07666243369589516,0.10715852661910434,0.06340784977183894,0.06278909470578166,0.07683839335169883,0.09217882040039665,0.03459010975975027
q330,smape,0.03498890906840633,0.03559096834779551,0.041728444283317456,0.045471849308598045,0.026364774227108007,0.031287856259287775,0.03995146064177624,0.035101838778372016,0.03406397854536791,0.0401409907954107,0.035182467588256404
q331,smape,0.03791226877003801,0.046275360371868635,0.044794292196386865,0.03918772146032577,0.03833296580705346,0.03899129687644115,0.05051367713903083,0.03719378305287683,0.03703542847710997,0.03998660805207386,0.022567167790100824
q332,smape,0.029583797261036278,0.030296366307884653,0.035065376716085755,0.0440557702100193,0.02768499567688787,0.037898748172009375,0.034360742746874236,0.03247544254319709,0.0313309569985882,0.030340440284832043,0.025733373460381126
q333,smape,0.03510207436514047,0.03464343311263097,0.033990695883015655,0.03693045574195252,0.03374057626349679,0.03152410121824487,0.03632608798052686,0.03333413497509775,0.031017738289866686,0.03042518967170726,0.032765140378504344
q334,smape,0.032903783171222264,0.03173017881305497,0.031671274593885176,0.03239904570765556,0.029970858053483,0.03839958017317823,0.028369515935876957,0.03143267300910592,0.02819086945380434,0.026349380639130858,0.031344908221432134
q335,smape,0.01789894155824051,0.024608739461231707,0.02544655841006613,0.019585714812328472,0.020057322084393564,0.017534391730153774,0.029047089284191606,0.01767154015210719,0.01811103931864258,0.020442414720888463,0.013411682488825462
q336,smape,0.15211778263421644,0.15930798555452594,0.14479005931562167,0.15926808733597728,0.16174249441449934,0.16475091813591142,0.1680255693508694,0.13965810421793318,0.14921128482088047,0.1474237897288144,0.09341592052610818
q337,smape,0.053542918441683005,0.05122304888696907,0.05125505368562272,0.0536349391083347,0.045532286298251026,0.04548301704318519,0.05191339480707228,0.028511919861111512,0.033503522749533686,0.037251169429671015,0.026079495351769844
q338,smape,0.05999712251675556,0.06157887131156404,0.0650442566830747,0.08431834844762265,0.06320418097076867,0.0630767324528607,0.061448444747416814,0.05872494303141449,0.058028987041801455,0.05819064651420727,0.09127749438767523
