qgts(25),qgtse(50),SeasonalNaive,original,Scaling,SeasonalMBB,Dataset
0.3958068475224601,0.3803243046352403,0.7210528503529059,0.3993929940483701,0.3341797678829693,0.3335505966106982,M3_Monthly
0.4072499980020425,0.3949479625206924,0.6629848910220356,0.4048774515389098,0.4180234440878601,0.4727434485847045,M3_Monthly
0.6358554830521845,0.6434567447584802,1.7375706131475712,0.5546328686245253,0.5293671685404131,0.6839210792300299,M3_Monthly
0.5143623349418686,0.5186187506199114,0.5686365410645443,0.4854890800596624,0.524420101581906,0.5335713742329272,M3_Monthly
0.3741155352195664,0.3462106371242929,0.2548767886777092,0.366476900465989,0.3724025043852611,0.3866335679545864,M3_Monthly
1.1494364543888902,1.1459446045025117,1.3190217460948013,1.1229691155367405,1.216818030079081,1.1010441067067944,M3_Monthly
0.0718935935348725,0.0773179823729837,0.2956934550949928,0.1295140186671433,0.0777184986195604,0.1005380558269776,M3_Monthly
1.130375134734236,1.1636832731826312,0.8521544129424956,1.0403418756090157,1.0336049031164904,1.0773167510111326,M3_Monthly
0.1553902615921838,0.1637271393981177,0.293195549759355,0.1342650600403071,0.1068598258035556,0.1067428804406879,M3_Monthly
0.4562815009863356,0.2577646929262602,1.17828055200454,0.3662477423834348,0.2712349619434825,0.237201983291287,M3_Monthly
0.5005313196348671,0.5163223221291207,1.3239065814566937,0.5852841767107547,0.909585401268402,0.5659311810037795,M3_Monthly
0.6961736881716963,0.6915801779006047,1.5423730474364246,0.7536411476798698,1.099882652160672,0.714545593311978,M3_Monthly
0.3091306634450081,0.2432086122651851,0.6171148134358599,0.2282761728425292,0.3919120409446855,0.2519671824108818,M3_Monthly
0.6536016468237754,0.6481830398041281,1.3169894641313322,0.5564930617584444,0.4447314316603886,0.6387974144253753,M3_Monthly
0.5762460783764171,0.6113369128793937,1.501973103518596,0.6430393418422886,0.5874953650618795,0.5668030219684355,M3_Monthly
0.9048004140861624,0.9438207577863982,0.4583190220445888,0.7926782450684601,0.605322092324238,0.9585828381505456,M3_Monthly
1.9187477274563676,2.0529217809419444,0.8371175393234218,1.5702551998112948,1.2538829787849637,1.956075223245849,M3_Monthly
0.595960492812412,0.6105511376599484,0.5669428748956331,0.7035190542795893,0.6264902006984695,0.6025469945459949,M3_Monthly
0.3489079106626489,0.3397935558650246,1.0077713364196244,0.3802124718661229,0.3062864761093385,0.3520021144576342,M3_Monthly
0.5263349018641589,0.5163443151824026,2.4335782515543585,0.590118934217675,0.616787151769883,0.5340800427688368,M3_Monthly
1.3212553584772715,1.414016091339548,2.472749114338841,1.3611420436878114,1.5281640092130082,1.3292743945500578,M3_Monthly
0.7090177839324167,0.7515497573226035,0.818070089350616,0.6152817647499205,0.6333192979262864,0.660174234417243,M3_Monthly
0.8776557092653002,0.902166571701858,1.0414413555693238,0.8638573438037501,0.9147507006936452,0.782809102373095,M3_Monthly
0.4886234865563493,0.4681511270258285,0.6462245202097511,0.2862752482387948,0.3152748890073846,0.4837475987782219,M3_Monthly
0.3290980954873916,0.3130899014632087,0.3923001649342426,0.3293463737293973,0.2888368355569167,0.3258324612565766,M3_Monthly
0.563344543499423,0.5243360051354442,0.6809513455752664,0.3763817177358207,0.3570720227242776,0.5229562372502851,M3_Monthly
1.3464490426102562,1.292957344172638,2.1580016844244216,0.8646948980781185,1.0545250507304744,1.1013218200709975,M3_Monthly
0.2430917715006673,0.2169108499082502,0.6803089930045076,0.2502551510734119,0.2444294920785129,0.2179789053222161,M3_Monthly
0.848603174188113,0.8367344878994409,1.4737261616490709,0.9657837063137464,1.2018672882476844,0.9579385963181626,M3_Monthly
1.0378923379288196,0.981311846655008,2.0663201598301804,1.1013286091725245,0.8176138919157294,0.948712519748982,M3_Monthly
1.4107895032083912,1.3561451923883303,1.3293602317545636,1.496941672823132,1.0773315219024735,1.1384950735552182,M3_Monthly
0.5366863887633858,0.5308980981671757,0.9089140350263902,0.4984113914329999,0.4523078712967866,0.5143807385832649,M3_Monthly
0.4335251270450446,0.3948227556055712,1.2668849171238128,0.3927111328931457,0.3252956938359256,0.3834901239067727,M3_Monthly
0.5213425065850178,0.5202656078310747,0.762973152858633,0.5135671103365577,0.4927894819514755,0.5641514045762657,M3_Monthly
0.9482482910092542,0.9370699843156504,1.1282841336819582,1.1155047433096874,1.076927910735863,1.1209465272713732,M3_Monthly
0.75388327721168,0.7165700820655061,0.7151909825729079,0.6699436956864233,0.6477894356257543,0.8232958087570414,M3_Monthly
0.3790599355828338,0.4461842076763704,0.5775846164375461,0.265333553563093,0.1643283801991431,0.3475409341728329,M3_Monthly
