unique_id,metric,SeasonalMBB,Jittering,Scaling,TimeWarping,MagnitudeWarping,TSMixup,DBA,original,qgts(25),qgtse(50),SeasonalNaive
q1,mase,4.19234248332843,3.985062656307771,3.703328833335115,4.1615604541409565,3.964613480893258,3.859140908756877,3.9793413500000088,3.839268058016423,3.9744405317795963,3.744980750184063,3.684441762224212
q10,mase,1.3591973352492293,1.3665762314923364,1.5104845100082498,1.1685401605444836,1.4967650598649647,1.4720860267139941,1.1263188745603752,1.519844007804698,1.256737267840085,1.2659069738884547,1.8642698970952194
q100,mase,0.7340998094042894,0.5614257445044725,0.9574881639315522,0.8361236160966254,0.7219526566615498,0.7511337665475131,0.7873246703859376,0.58270030254263,0.7273510924244886,0.791244215585876,2.0709789970582198
q101,mase,1.374400385042585,1.212468913237514,1.1170373765111843,1.2337956192962038,1.3549453976226362,1.2004595947529229,1.177156205946289,1.1612003047838524,1.2274224834637666,1.0940170007873606,0.7272103404476328
q102,mase,1.4985861581253386,1.4651840183402003,1.3216439562425946,1.440711446477958,1.4951112005045062,1.3704787446581037,1.1234953007686674,1.4990087752724472,1.2370345788392685,1.1035295371572205,0.5394425821509589
q103,mase,0.8744430967951801,1.6058918280720045,0.9246235145281498,1.2350232911053125,0.9519031780025847,0.9141269683629767,1.0941759018928623,1.141662618746107,1.0262752335033452,1.1777741793301713,0.7906459708658411
q104,mase,1.4990116361404833,1.3211911256079139,1.2270509071791411,1.6584483809973933,1.5487769437990475,1.672904693803653,1.6081626333841463,1.4927563075388235,1.4248976016183406,1.298662351878546,1.0893301893744012
q105,mase,2.111613847116368,2.102743694395802,1.8577923737777362,2.092546331169642,2.093568733160816,1.983364033779734,1.9208150771113437,1.9802339540203966,2.0208784260486206,1.8175446027201252,0.7822677698382852
q106,mase,2.681943733920986,2.8437663441321566,2.6725520271224608,2.766644908616188,2.5446036871744018,2.658982560702334,2.5863946527891097,2.547009942312578,2.2912196260396884,2.1488419188777046,1.3540034812880766
q107,mase,1.1288991995341595,1.1230836197516063,1.160305564401484,1.1397337384605244,1.1250248250526698,1.1617456372196266,1.1588842157444252,1.0686195353854862,1.1976287641713872,1.1044571778944414,1.1800368121238176
q108,mase,0.7291557120149798,0.7420993106155847,0.7315927379419962,0.9767483607317469,0.7222842832048696,0.7026830696545248,0.7158281526281166,0.7633981918328671,0.7788713902615905,0.718234868565316,0.7836161879895561
q109,mase,1.816210187560453,1.624055906256717,1.5871499118086358,1.4888624944940825,1.5860002811987064,1.5254452770830076,1.6342219633542008,1.46186807066036,1.5753473803943743,1.640656746804736,1.948791099994789
q11,mase,1.8902359440775993,1.657228239853369,1.5794079593898973,1.7042341041181766,2.1486969524869712,2.331535076797281,1.5587860960713997,1.9037608362554008,1.7064052113713317,1.5215153697066124,2.329261302009048
q110,mase,2.5038627623983136,1.7109862085947063,1.7840960162943698,1.9184544094770475,2.307547005739078,2.190379552435279,2.121848000249164,2.193806993397237,2.203932531441429,2.332665595013683,0.8687963326482068
q111,mase,5.476252905329972,5.327648625058415,5.786101217870949,5.715060478188951,5.246370690869949,5.617187425074718,5.877247043257662,5.489876409249191,5.583652748891433,5.390995573632317,6.286143737968362
q112,mase,2.0456243983286604,2.2632215820281005,2.4935113737770687,2.278667942642408,1.9431292880695925,1.9962150251174557,2.3298808733263425,2.0523482920596137,2.080733971954211,2.2999967940255246,4.322994936953787
q113,mase,2.223646073538642,1.865154374373192,1.639655387819288,1.9832771133874234,2.063296589738429,2.055321764605051,1.7580967542008923,1.8438340247763958,1.749310604545594,1.5285215572893924,0.847711767274315
q114,mase,0.5608293753288102,0.8183766968798755,0.6136010382108534,0.519293688677622,0.8209910495441728,0.7120084713957876,1.0201752510082565,0.6494947015863954,0.8260583991922043,0.7515911792044893,0.9664795094606607
q115,mase,1.1677743998268058,1.515417489343712,1.2159808688613767,1.6427543498193196,1.4850047775133117,1.1823399592292168,2.0437768337985194,1.399587559705125,1.3722382318873343,1.35151849806652,0.7977137566884778
q116,mase,1.4758723176998014,1.3431491131024154,1.239928478026494,1.4656956236039815,1.4962019970238414,1.3140670065337186,1.6760658193516096,1.3918274018880614,1.3558654188533565,1.3628368539544036,0.7432057919951877
q117,mase,1.837268701918496,1.9343854556413116,1.5741093954602146,1.8192087981988407,2.234014162079923,1.6697182604878942,2.2434808788977003,1.6324769038376994,1.6606322853399202,1.7985209011704422,0.904109873356579
q118,mase,1.112927540232593,1.1739236215751252,1.4335557865948614,1.304419813189028,1.1032756589709578,1.4146577568869718,1.2733990907014852,1.017702766200155,1.136904513057895,1.3166456279667633,2.2107262283944626
q119,mase,1.2062706526160054,1.0811650195636497,0.716471715629074,0.9325037653143505,1.3404181380476134,0.8737361442648224,1.2165685709033558,1.0047281669490653,1.1046269491496075,0.8150074140726848,0.93240585826078
q12,mase,1.1386820718936184,1.0547805116649265,1.006522093109555,0.9305378009643143,1.2514137293214995,1.2827011579192515,0.791277665172082,1.228076118891141,1.0386403885920192,0.9431377225242102,1.4549065372724852
q120,mase,0.6492041028040216,0.632156231680659,0.6286782974372346,0.9057236086350163,1.2543844887197002,1.0238951892380568,1.1140745363220297,0.7835103602126868,0.8046760550101117,0.6772037716580225,1.3327004209475557
q121,mase,1.3209544865381344,1.1916411794120063,1.2639047262588934,1.2588528029344306,1.3101582648274173,1.360295965214892,1.5915733821194493,1.207931605376669,1.2464595406243435,1.3054655854990365,1.7114488862098254
q122,mase,1.3427224849325607,1.3534061420522374,1.4284199592965832,1.2936693167811584,1.2772973337318196,1.1294304118765808,1.2392230630625471,1.2527984637897587,1.5461890492212247,1.4379742654704195,2.3855964257009123
